"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count"
6100046,"Regular Season","2024-04-02",2024-04-02,"6:40 PM","Tue","arizona-diamondbacks","new-york-yankees",107,232,71,1156,280
6100048,"Regular Season","2024-04-02",2024-04-03,"12:40 PM","Wed","arizona-diamondbacks","new-york-yankees",1078,139,64,816,5075
6100205,"Regular Season","2024-04-02",2024-04-05,"7:20 PM","Fri","atlanta-braves","arizona-diamondbacks",670,203,64,1594,2509
6100207,"Regular Season","2024-04-02",2024-04-07,"1:35 PM","Sun","atlanta-braves","arizona-diamondbacks",619,120,28,775,1880
6100209,"Regular Season","2024-04-02",2024-04-08,"7:20 PM","Mon","atlanta-braves","new-york-mets",870,95,18,1175,3140
6100211,"Regular Season","2024-04-02",2024-04-06,"7:20 PM","Sat","atlanta-braves","arizona-diamondbacks",877,142,50,1161,3162
6100212,"Regular Season","2024-04-02",2024-04-09,"7:20 PM","Tue","atlanta-braves","new-york-mets",1306,79,13,1175,4682
6100374,"Regular Season","2024-04-02",2024-04-02,"6:35 PM","Tue","baltimore-orioles","kansas-city-royals",543,73,12,3955,2777
6100376,"Regular Season","2024-04-02",2024-04-03,"1:05 PM","Wed","baltimore-orioles","kansas-city-royals",617,70,13,3955,3097
6100530,"Regular Season","2024-04-02",2024-04-09,"2:10 PM","Tue","boston-red-sox","baltimore-orioles",1045,210,78,5855,3767
6100686,"Regular Season","2024-04-02",2024-04-02,"6:40 PM","Tue","chicago-cubs","colorado-rockies",1768,34,4,1960,4661
6100688,"Regular Season","2024-04-02",2024-04-03,"6:40 PM","Wed","chicago-cubs","colorado-rockies",1875,75,4,114621,5082
6100693,"Regular Season","2024-04-02",2024-04-05,"1:20 PM","Fri","chicago-cubs","los-angeles-dodgers",1060,194,18,115004,2959
6100699,"Regular Season","2024-04-02",2024-04-06,"3:05 PM","Sat","chicago-cubs","los-angeles-dodgers",717,354,40,115004,2108
6100706,"Regular Season","2024-04-02",2024-04-07,"1:20 PM","Sun","chicago-cubs","los-angeles-dodgers",914,111,24,1222,2538
6101012,"Regular Season","2024-04-02",2024-04-02,"6:40 PM","Tue","chicago-white-sox","atlanta-braves",237,43,7,352,840
6101016,"Regular Season","2024-04-02",2024-04-05,"6:40 PM","Fri","cincinnati-reds","new-york-mets",285,81,13,5755,1162
6101017,"Regular Season","2024-04-02",2024-04-06,"4:10 PM","Sat","cincinnati-reds","new-york-mets",282,68,22,582,1160
6101022,"Regular Season","2024-04-02",2024-04-07,"1:40 PM","Sun","cincinnati-reds","new-york-mets",279,52,20,474,1091
6101023,"Regular Season","2024-04-02",2024-04-09,"6:40 PM","Tue","cincinnati-reds","milwaukee-brewers",361,87,18,5855,1781
6101026,"Regular Season","2024-04-02",2024-04-08,"6:40 PM","Mon","cincinnati-reds","milwaukee-brewers",348,66,14,394,1770
6101042,"Regular Season","2024-04-02",2024-04-03,"1:10 PM","Wed","chicago-white-sox","atlanta-braves",1646,202,8,111592,10261
6101177,"Regular Season","2024-04-02",2024-04-08,"5:10 PM","Mon","cleveland-guardians","chicago-white-sox",536,169,75,554,2045
6101199,"Regular Season","2024-04-02",2024-04-09,"6:10 PM","Tue","cleveland-guardians","chicago-white-sox",530,82,25,230,2831
6101326,"Regular Season","2024-04-02",2024-04-05,"2:10 PM","Fri","colorado-rockies","tampa-bay-rays",554,127,70,350,2573
6101338,"Regular Season","2024-04-02",2024-04-06,"6:10 PM","Sat","colorado-rockies","tampa-bay-rays",639,72,27,329,3139
6101340,"Regular Season","2024-04-02",2024-04-07,"1:10 PM","Sun","colorado-rockies","tampa-bay-rays",591,63,18,328,3115
6101341,"Regular Season","2024-04-02",2024-04-08,"6:40 PM","Mon","colorado-rockies","arizona-diamondbacks",457,41,15,136,2416
